attackerX,attackerY,victimSide,victimX,victimY,attackerName,victimName,weapon
-135.701766967773,1319.35070800781,CT,346.427124023438,1557.41186523438,olofmeister,bodyy,CZ75 Auto
-122.684379577637,1330.76696777344,CT,345.512054443359,1560.01489257812,olofmeister,bodyy,CZ75 Auto
281.998046875,1509.32849121094,CT,278.651062011719,1771.35107421875,olofmeister,shox,CZ75 Auto
276.054260253906,1508.86865234375,CT,285.471893310547,1771.75732421875,olofmeister,shox,CZ75 Auto
284.965698242188,1444.85119628906,CT,302.479095458984,1771.02478027344,karrigan,shox,CZ75 Auto
327.390747070312,1442.92126464844,CT,296.665557861328,1771.27185058594,karrigan,shox,CZ75 Auto
334.099945068359,1448.04370117188,CT,292.6904296875,1772.1494140625,karrigan,shox,CZ75 Auto
366.533630371094,1934.07397460938,CT,878.907775878906,2451.73217773438,karrigan,kennyS,M4A4
370.539001464844,1929.7431640625,CT,882.480773925781,2449.02490234375,karrigan,kennyS,M4A4
371.038726806641,1929.26965332031,CT,874.795532226562,2456.4775390625,karrigan,kennyS,M4A4
372.957824707031,1927.39831542969,CT,874.820251464844,2456.64428710938,karrigan,kennyS,M4A4
744.910339355469,101.592788696289,CT,-266.245819091797,435.386444091797,olofmeister,shox,Glock-18
746.477294921875,109.098731994629,CT,-273.284393310547,415.127105712891,olofmeister,shox,Glock-18
746.259216308594,108.501083374023,CT,-275.783264160156,406.559539794922,olofmeister,shox,Glock-18
744.854187011719,103.778091430664,CT,-278.779876708984,394.938201904297,olofmeister,shox,Glock-18
347.3095703125,226.503982543945,CT,-278.720489501953,395.177032470703,GuardiaN,shox,Glock-18
351.272888183594,241.471527099609,CT,-278.326934814453,398.563629150391,GuardiaN,shox,Glock-18
742.747436523438,96.6599655151367,CT,-280.782287597656,389.993377685547,olofmeister,shox,Glock-18
-462.707641601562,128.335098266602,CT,-389.815612792969,1115.31164550781,rain,kennyS,Glock-18
-448.05908203125,129.563293457031,CT,-373.853210449219,1114.3037109375,rain,kennyS,Glock-18
-459.676788330078,130.854080200195,CT,-384.549957275391,1115.12365722656,rain,kennyS,Glock-18
-438.653259277344,129.366287231445,CT,-351.689056396484,1201.94555664062,rain,Ex6TenZ,Glock-18
-327.448638916016,404.402923583984,CT,-307.061065673828,965.052062988281,GuardiaN,Ex6TenZ,MP9
-323.089050292969,404.150970458984,CT,-309.964324951172,964.934387207031,GuardiaN,Ex6TenZ,MP9
1503.75415039062,2118.02294921875,CT,421.078155517578,2270.09497070312,olofmeister,bodyy,Glock-18
1510.35131835938,2164.30639648438,CT,420.990875244141,2269.35913085938,olofmeister,bodyy,Glock-18
608.913146972656,1114.62536621094,CT,1066.07287597656,681.635314941406,olofmeister,bodyy,AK-47
-2033.537109375,1826.060546875,CT,-2051.44287109375,2954.39135742188,rain,SmithZz,AK-47
-1992.0830078125,2240.43701171875,CT,-1312.33959960938,2171.49829101562,rain,Ex6TenZ,AK-47
-1483.26904296875,2061.68701171875,CT,-1315.3486328125,2201.23095703125,GuardiaN,Ex6TenZ,AK-47
-1480.80615234375,2061.23217773438,CT,-1314.21203613281,2196.875,GuardiaN,Ex6TenZ,AK-47
-1479.73376464844,2062.98803710938,CT,-1311.34008789062,2192.248046875,GuardiaN,Ex6TenZ,AK-47
-2012.74548339844,1826.26574707031,CT,-1310.00256347656,2190.35009765625,karrigan,Ex6TenZ,AK-47
-1479.23693847656,2065.40795898438,CT,-1308.43347167969,2188.19702148438,GuardiaN,Ex6TenZ,AK-47
-484.89794921875,2008.2890625,CT,680.234313964844,2267.19995117188,olofmeister,Ex6TenZ,AK-47
346.087860107422,-774.474548339844,CT,-133.309646606445,-592.03125,NiKo,shox,AK-47
-304.124237060547,1146.37280273438,CT,-694.592834472656,269.051574707031,GuardiaN,kennyS,AK-47
-28.0743503570557,308.016387939453,CT,-194.071166992188,695.549499511719,NiKo,bodyy,AK-47
-25.5529499053955,309.202819824219,CT,-196.218841552734,694.33740234375,NiKo,bodyy,AK-47
1659.89697265625,1809.75073242188,CT,1194.12817382812,2687.7421875,GuardiaN,shox,AWP
