attackerX,attackerY,victimSide,victimX,victimY,attackerName,victimName,weapon
787.372192382812,2263.98583984375,CT,512.172180175781,3129.62768554688,rain,denis,MP7
774.952087402344,2289.16552734375,CT,421.587768554688,3157.13012695312,jkaem,denis,P90
766.383056640625,2573.50952148438,CT,428.312896728516,3161.75463867188,rain,denis,MP7
784.515441894531,2294.77270507812,CT,432.424407958984,3163.88427734375,jkaem,denis,P90
771.999206542969,2583.92138671875,CT,443.048797607422,3168.1328125,rain,denis,MP7
652.790588378906,2991.99829101562,CT,-1.57438266277313,2649.81494140625,Maikelele,NiKo,MP7
497.897918701172,2991.57666015625,CT,544.179077148438,3354.3681640625,Maikelele,nex,MP7
400.220336914062,3335.2822265625,CT,781.859802246094,3499.59936523438,dennis,gob b,P90
411.515533447266,3333.98168945312,CT,772.179931640625,3518.51977539062,dennis,gob b,P90
414.072235107422,3328.68823242188,CT,772.091796875,3518.70458984375,dennis,gob b,P90
415.601776123047,3325.533203125,CT,772.341064453125,3518.25854492188,dennis,gob b,P90
416.883117675781,3323.0791015625,CT,772.731018066406,3517.59936523438,dennis,gob b,P90
704.808898925781,3539.87719726562,CT,1159.72924804688,3052.03125,dennis,chrisJ,P90
805.675598144531,2568.12329101562,CT,1132.86853027344,2778.68579101562,jkaem,chrisJ,P90
824.812866210938,2587.26611328125,CT,1125.44860839844,2768.44311523438,jkaem,chrisJ,P90
830.322448730469,2592.95239257812,CT,1121.80029296875,2766.32543945312,jkaem,chrisJ,P90
834.735046386719,2595.74169921875,CT,1119.09948730469,2763.43579101562,jkaem,chrisJ,P90
299.858093261719,1682.21118164062,CT,377.836517333984,2127.83984375,rain,NiKo,MAC-10
303.026489257812,1681.01696777344,CT,380.874938964844,2127.20532226562,rain,NiKo,MAC-10
307.885498046875,1677.97937011719,CT,390.699249267578,2125.12182617188,rain,NiKo,MAC-10
16.2614097595215,1395.16430664062,T,286.006134033203,1694.64587402344,Maikelele,rain,AK-47
1176.857421875,591.688232421875,CT,1640.55993652344,-98.091552734375,fox,nex,AK-47
1177.59216308594,591.997802734375,CT,1646.30920410156,-94.2351226806641,fox,nex,AK-47
1178.18493652344,591.997802734375,CT,1652.01586914062,-90.3766174316406,fox,nex,AK-47
1178.51794433594,591.997802734375,CT,1658.11096191406,-86.1906585693359,fox,nex,AK-47
1220.55432128906,435.751495361328,CT,1583.37463378906,1204.65698242188,fox,chrisJ,AK-47
1216.23315429688,440.052764892578,CT,1589.31799316406,1201.57006835938,fox,chrisJ,AK-47
1216.93994140625,440.099822998047,CT,1603.9287109375,1194.55432128906,fox,chrisJ,AK-47
1224.92944335938,583.60693359375,T,1299.74572753906,460.587982177734,dennis,fox,P90
2021.33227539062,-97.7413635253906,CT,1653.27001953125,-56.0652275085449,jkaem,gob b,P90
2027.57775878906,-90.7244338989258,CT,1655.76989746094,-54.2889862060547,jkaem,gob b,P90
2040.27893066406,-91.4914627075195,CT,1668.66149902344,-44.8800239562988,jkaem,gob b,P90
2031.80041503906,-85.8468170166016,CT,1667.58666992188,-45.833568572998,jkaem,gob b,P90
1474.63403320312,516.454345703125,CT,291.721801757812,687.943481445312,dennis,denis,P90
1349.95471191406,501.594573974609,CT,285.397827148438,663.802429199219,fox,denis,AK-47
2128.55517578125,-215.380706787109,CT,2241.365234375,-495.625549316406,jkaem,nex,P90
2133.06909179688,-219.876693725586,CT,2238.693359375,-499.661926269531,jkaem,nex,P90
2130.9169921875,-225.455413818359,CT,2240.38256835938,-500.820495605469,jkaem,nex,P90
2127.00073242188,-235.436340332031,CT,2246.79296875,-499.938079833984,jkaem,nex,P90
2184.99145507812,311.780029296875,CT,2184.76220703125,827.549438476562,fox,chrisJ,AK-47
2192.40991210938,311.718353271484,CT,2183.29125976562,828.338012695312,fox,chrisJ,AK-47
