attackerX,attackerY,victimSide,victimX,victimY
-63.1352005004883,-33.2046546936035,T,-582.349670410156,-419.481658935547
1249.416015625,435.340911865234,T,1356.6669921875,1333.35791015625
1249.46118164062,435.193725585938,T,1343.15563964844,1334.45971679688
-459.031951904297,-419.941253662109,T,-456.565795898438,507.472625732422
-459.031951904297,-419.941253662109,T,-428.479797363281,608.844299316406
1078.66162109375,568.397277832031,T,81.718635559082,587.935913085938
1078.68017578125,569.351989746094,T,89.9847640991211,591.754638671875
1078.69970703125,569.910949707031,T,-415.850769042969,634.658386230469
1078.70812988281,570.256896972656,T,117.358573913574,605.171081542969
1078.71057128906,570.317077636719,T,126.889266967773,599.405700683594
1078.74279785156,570.941528320312,T,131.539505004883,594.927978515625
1572.73974609375,413.667541503906,T,470.227783203125,678.150390625
1712.93994140625,568.25439453125,T,1297.95031738281,595.274841308594
1711.54638671875,562.032409667969,T,1298.03173828125,596.531311035156
-353.421325683594,-1016.197265625,T,-533.547180175781,-884.224243164062
-61.8316841125488,-1165.31127929688,T,-386.539703369141,-1103.23291015625
-344.794494628906,-967.1923828125,T,-576.001647949219,-836.5546875
-363.861755371094,-1004.40667724609,T,-576.107360839844,-857.14208984375
-354.234100341797,-992.12255859375,T,-514.146118164062,-855.880249023438
-355.416687011719,-992.801940917969,T,-504.387390136719,-851.748657226562
-361.698944091797,-998.929077148438,T,-501.132843017578,-851.380493164062
-138.917831420898,-1435.65454101562,T,-251.616119384766,-1249.06140136719
1077.96875,-753.260131835938,T,-523.0615234375,-1732.00366210938
224.881057739258,-960.12255859375,T,-626.714416503906,-909.241577148438
224.881057739258,-960.12255859375,T,-626.660583496094,-907.288757324219
224.881057739258,-960.12255859375,T,-626.592529296875,-905.221923828125
1077.96875,-753.312805175781,T,-498.554046630859,-1737.39770507812
1077.96875,-753.312805175781,T,-464.210083007812,-1750.22045898438
564.174072265625,-49.7193145751953,T,362.390197753906,416.001678466797
1922.9794921875,-872.642395019531,T,1979.81665039062,-412.254364013672
1922.95031738281,-872.638610839844,T,1980.11669921875,-414.952758789062
1139.88134765625,432.324859619141,T,1450.34057617188,721.356506347656
428.234649658203,280.223449707031,T,-765.501159667969,505.235198974609
426.743774414062,280.275543212891,T,-783.251098632812,505.845489501953
70.4719467163086,500.940582275391,T,-203.381591796875,253.908828735352
64.9821701049805,506.820648193359,T,-206.969711303711,257.554290771484
528.860534667969,-21.587911605835,T,592.762451171875,108.269744873047
525.259155273438,-18.0981197357178,T,608.096374511719,122.096992492676
147.360626220703,398.594757080078,T,-68.4088745117188,374.605224609375
147.920700073242,395.838256835938,T,-65.9824371337891,362.638366699219
148.149551391602,383.605010986328,T,-442.749572753906,354.937622070312
148.040176391602,386.524597167969,T,-442.800567626953,356.901428222656
147.91471862793,389.878265380859,T,-442.853240966797,358.678405761719
147.731658935547,393.185821533203,T,-442.910034179688,360.246612548828
147.308883666992,398.935852050781,T,-443.060485839844,363.821228027344
-565.218322753906,459.811370849609,T,1007.99523925781,233.342666625977
-565.218322753906,459.811370849609,T,1007.99523925781,245.095840454102
-569.154052734375,578.661926269531,T,-90.8939590454102,607.316101074219
-568.847778320312,572.957763671875,T,-94.6026458740234,609.300415039062
-567.710266113281,559.401916503906,T,-108.02165222168,622.461364746094
-567.710266113281,559.401916503906,T,-106.715194702148,625.70703125
-568.271118164062,562.176635742188,T,-106.970848083496,625.349548339844
885.721740722656,-14.8032379150391,T,1441.82409667969,-12.0130043029785
-492.705688476562,527.379699707031,T,-472.425842285156,-84.7700271606445
-274.937255859375,-183.486694335938,T,-447.996826171875,-315.355041503906
-388.441314697266,-1015.48358154297,T,-548.694946289062,-850.664733886719
251.853103637695,-1173.0703125,T,-431.880981445312,-1071.36645507812
248.658874511719,-1171.73303222656,T,-481.516235351562,-1058.90649414062
-1033.9814453125,-696.582458496094,T,-956.13671875,-1731.96435546875
1058.02038574219,-763.495239257812,T,-503.529663085938,-1743.40234375
1058.02038574219,-763.495239257812,T,-491.979095458984,-1745.27087402344
1058.02038574219,-763.495239257812,T,-483.454864501953,-1748.68713378906
1055.37536621094,-759.403015136719,T,-481.938903808594,-1749.43054199219
1055.31408691406,-759.294006347656,T,-484.218170166016,-1745.87878417969
981.475036621094,-899.583251953125,T,-648.111755371094,-912.125183105469
981.478088378906,-899.83154296875,T,-648.101989746094,-912.794738769531
981.478088378906,-899.83154296875,T,-648.114624023438,-912.16064453125
1054.58422851562,-817.688903808594,T,-708.726928710938,-923.85986328125
-452.086029052734,479.630615234375,T,-897.323913574219,451.770935058594
