attackerX,attackerY,victimSide,victimX,victimY
-332.073852539062,882.587524414062,CT,1360.17163085938,405.006958007812
696.403564453125,2126.10473632812,CT,965.823486328125,2781.986328125
1209.32751464844,2997.1396484375,CT,853.041809082031,3398.57934570312
1195.78308105469,3011.85302734375,CT,833.612121582031,3400.5966796875
735.463928222656,2944.52758789062,CT,15.145188331604,2666.8291015625
736.342956542969,2942.15258789062,CT,13.6997699737549,2669.87646484375
689.253234863281,2619.18896484375,CT,71.6471710205078,3144.13403320312
680.393981933594,2598.0224609375,CT,67.2539901733398,3139.44384765625
678.360717773438,2579.37036132812,CT,68.2559585571289,3139.08618164062
206.552658081055,2924.8876953125,CT,76.7602920532227,3144.27758789062
675.601867675781,2571.19970703125,CT,76.7602920532227,3144.27758789062
1148.80786132812,3175.4306640625,CT,888.651489257812,3415.61767578125
1158.49829101562,3185.44262695312,CT,886.231262207031,3412.96020507812
410.327484130859,3446.029296875,CT,882.054077148438,3407.95288085938
456.555786132812,3481.91772460938,CT,843.762084960938,3385.16357421875
454.398864746094,3469.80322265625,CT,853.14013671875,3386.50390625
450.687866210938,3452.21948242188,CT,875.109436035156,3381.72705078125
405.149536132812,3388.46948242188,CT,993.3603515625,3389.86206054688
6.30244588851929,2736.189453125,CT,1697.58557128906,2803.72436523438
405.181243896484,3381.1845703125,CT,987.003112792969,3398.19213867188
405.458984375,3357.96240234375,CT,986.196044921875,3393.5546875
405.098785400391,3354.66552734375,CT,986.178161621094,3386.83325195312
768.330200195312,3466.40112304688,CT,1246.79821777344,2953.2255859375
2046.99670410156,1142.3994140625,CT,2398.68139648438,860.079162597656
1906.71826171875,1211.37475585938,CT,2398.42944335938,864.8232421875
1915.12768554688,1209.68688964844,CT,2398.09497070312,864.383361816406
1917.43212890625,1205.279296875,CT,2397.57055664062,863.693542480469
1922.62097167969,1207.1337890625,CT,2397.75561523438,863.904235839844
1921.59594726562,1205.30139160156,CT,2398.4013671875,867.591430664062
1921.80883789062,1205.45251464844,CT,2396.55786132812,866.52783203125
1845.1982421875,141.96875,CT,2501.1806640625,-78.1991577148438
1845.48156738281,141.96875,CT,2499.53491210938,-83.2068634033203
2019.62072753906,-46.6060905456543,CT,1841.12670898438,583.1357421875
2370.30615234375,805.607177734375,CT,1821.03125,284.563507080078
2194.00634765625,984.34765625,CT,2422.58154296875,-260.74462890625
77.4252471923828,1046.54113769531,CT,357.877502441406,1911.66088867188
54.1224250793457,891.62158203125,CT,357.610778808594,1911.42358398438
148.664443969727,1087.55322265625,CT,358.168579101562,1910.98547363281
691.084777832031,2196.56567382812,CT,932.868041992188,2781.998046875
691.03125,2198.31762695312,CT,932.868041992188,2781.998046875
670.555114746094,1982.07019042969,CT,798.979858398438,2780.3515625
737.018371582031,2395.689453125,CT,438.105529785156,3207.68286132812
1379.91516113281,904.255065917969,CT,1712.7822265625,1177.498046875
1380.09631347656,1027.51708984375,CT,1819.68493652344,1267.28881835938
1401.55126953125,1011.03997802734,CT,1816.72302246094,1272.96240234375
1428.17248535156,973.850463867188,CT,1805.75439453125,1291.380859375
-389.231384277344,-192.715057373047,CT,1377.29064941406,-274.001983642578
-352.723114013672,-196.400024414062,CT,1422.80249023438,-274.344757080078
1434.2978515625,466.612152099609,CT,1382.5458984375,-107.994728088379
829.9990234375,2596.04125976562,CT,962.696228027344,2779.59838867188
829.995849609375,2588.39892578125,CT,985.207458496094,2778.49194335938
813.664916992188,2603.80004882812,CT,1064.50219726562,2781.96875
138.205993652344,3166.97094726562,CT,1081.43835449219,2654.01440429688
659.530090332031,2810.734375,CT,2033.18273925781,2700.22143554688
659.851013183594,2811.44506835938,CT,2030.88037109375,2722.07397460938
659.738098144531,2809.93017578125,CT,2031.48132324219,2732.16186523438
275.108673095703,1877.43322753906,CT,876.871276855469,2076.55346679688
275.252868652344,1879.21032714844,CT,874.051879882812,2082.43774414062
275.252075195312,1879.28015136719,CT,872.582397460938,2086.6689453125
656.395629882812,1939.02160644531,CT,727.257690429688,2395.14672851562
1786.48120117188,1230.7958984375,CT,2233.05834960938,1034.78015136719
2342.63330078125,2198.14892578125,CT,1580.51062011719,2775.48608398438
2279.095703125,-48.1831169128418,CT,2420.79956054688,-268.916046142578
2601.7568359375,-74.3071136474609,CT,1937.56567382812,30.3729190826416
2409.076171875,-280.767822265625,CT,2239.46142578125,285.153106689453
2410.14208984375,-280.453643798828,CT,2239.72094726562,283.930114746094
1195.06079101562,-249.225311279297,CT,1553.5771484375,-360.741973876953
1197.119140625,-241.087203979492,CT,1553.59167480469,-354.349945068359
1202.90258789062,-224.342407226562,CT,1551.85095214844,-357.576080322266
1899.84228515625,1033.64953613281,CT,1757.06518554688,1739.185546875
1900.54113769531,1033.427734375,CT,1762.28137207031,1737.75732421875
1899.69702148438,1033.25671386719,CT,1767.69714355469,1737.89916992188
1898.32836914062,1033.00048828125,CT,1770.39770507812,1738.22021484375
2076.81005859375,-329.099060058594,CT,2489.95971679688,-237.416702270508
2074.82446289062,-322.043182373047,CT,2487.09130859375,-229.439437866211
2071.171875,-307.001495361328,CT,2481.71240234375,-214.611282348633
2069.33715820312,-298.919677734375,CT,2478.99145507812,-209.035263061523
2067.00048828125,-282.648315429688,CT,2469.31005859375,-204.361434936523
2096.9873046875,-136.469635009766,CT,2067.09204101562,-160.274200439453
2099.275390625,-134.146026611328,CT,2067.02124023438,-160.173904418945
1894.05749511719,357.186462402344,CT,2444.53100585938,952.64990234375
1992.77099609375,328.561737060547,CT,2377.5869140625,1134.81872558594
