attackerX,attackerY,victimSide,victimX,victimY,attackerName,victimName,weapon
-1828.83227539062,2704.52734375,T,-1963.31091308594,1472.63586425781,rain,KRIMZ,Desert Eagle
-1893.40686035156,2287.5087890625,T,-1942.94555664062,1460.66967773438,fox,olofmeister,CZ75 Auto
-1851.73022460938,2282.82763671875,T,-1999.59704589844,1483.19934082031,fox,olofmeister,CZ75 Auto
-1814.86071777344,2479.1806640625,T,-2142.95776367188,2126.60278320312,rain,dennis,Desert Eagle
-1178.39624023438,2221.76123046875,T,-2136.19384765625,2120.77075195312,kioShiMa,dennis,CZ75 Auto
-1178.41882324219,2222.21044921875,T,-2139.13623046875,2123.23657226562,kioShiMa,dennis,CZ75 Auto
-1178.41882324219,2222.21044921875,T,-2134.88159179688,2118.07983398438,kioShiMa,dennis,CZ75 Auto
-1342.55126953125,2680.30639648438,T,-1708.61791992188,2013.77282714844,aizy,flusha,p250
-1323.63000488281,2670.37231445312,T,-1729.71044921875,2026.82824707031,aizy,flusha,p250
-1326.783203125,2672.45092773438,T,-1751.38903808594,2041.79528808594,aizy,flusha,p250
-1324.75842285156,2671.06591796875,T,-1739.01184082031,2033.06921386719,aizy,flusha,p250
-1321.80346679688,2669.03173828125,T,-1724.50891113281,2023.61975097656,aizy,flusha,p250
-1625.91088867188,892.120361328125,T,-1992.00988769531,1420.85375976562,jkaem,JW,CZ75 Auto
-1635.10241699219,885.817626953125,T,-1978.5654296875,1434.8427734375,jkaem,JW,CZ75 Auto
-2015.44323730469,1710.283203125,T,-1464.99829101562,2685.6904296875,jkaem,olofmeister,AK-47
-1982.609375,1715.84423828125,T,-1452.59936523438,2681.2158203125,jkaem,olofmeister,AK-47
739.015441894531,2064.00024414062,T,1019.09869384766,2194.76879882812,rain,JW,M4A4
740.146484375,2064.00024414062,T,1024.64953613281,2191.82250976562,rain,JW,M4A4
740.146484375,2064.00024414062,T,1030.25695800781,2191.16528320312,rain,JW,M4A4
740.146484375,2064.00024414062,T,1034.68640136719,2191.34057617188,rain,JW,M4A4
740.146484375,2064.00024414062,T,1223.68603515625,2287.99096679688,rain,flusha,M4A4
1167.75341796875,1198.42138671875,T,544.550598144531,623.893371582031,fox,KRIMZ,M4A4
1167.53564453125,1198.64599609375,T,551.929016113281,615.747619628906,fox,KRIMZ,M4A4
306.126434326172,2261.10717773438,T,1240.27453613281,2619.28393554688,aizy,dennis,p250
-47.6673202514648,327.282623291016,T,-267.646575927734,627.7314453125,jkaem,JW,CZ75 Auto
-1253.33020019531,2678.443359375,T,-1243.75061035156,2473.35278320312,kioShiMa,olofmeister,CZ75 Auto
-1249.24523925781,2678.25073242188,T,-1250.06469726562,2474.18579101562,kioShiMa,olofmeister,CZ75 Auto
-1249.24523925781,2678.25073242188,T,-1254.31457519531,2478.810546875,kioShiMa,olofmeister,CZ75 Auto
-1249.24523925781,2678.25073242188,T,-1259.83032226562,2481.79711914062,kioShiMa,olofmeister,CZ75 Auto
959.757751464844,2202.15161132812,T,306.288604736328,2376.79418945312,rain,dennis,M4A4
942.928894042969,2159.63793945312,T,306.03125,2380.13305664062,rain,dennis,M4A4
941.594055175781,2159.7880859375,T,307.744201660156,2384.75512695312,rain,dennis,M4A4
1420.78234863281,2550.60327148438,T,488.966522216797,2088.82104492188,aizy,JW,AWP
1346.26062011719,2597.6943359375,T,337.5224609375,2563.08984375,aizy,olofmeister,AWP
1308.48693847656,2547.57250976562,T,353.967376708984,2686.4326171875,aizy,dennis,AWP
1297.62414550781,2502.052734375,T,481.995422363281,2512.36376953125,aizy,flusha,AWP
-1437.52099609375,2804.49096679688,T,-1332.64331054688,2681.32983398438,kioShiMa,olofmeister,AWP
1306.32678222656,671.978271484375,T,665.540893554688,1006.57073974609,jkaem,olofmeister,AK-47
1302.34033203125,666.133666992188,T,663.447143554688,1027.26928710938,jkaem,olofmeister,AK-47
400.705383300781,1616.24353027344,T,-173.065307617188,1275.62524414062,fox,KRIMZ,AWP
350.736968994141,2152.02661132812,T,1432.33471679688,2062.79370117188,aizy,dennis,M4A4
346.474487304688,2089.6357421875,T,1433.53942871094,2079.08618164062,aizy,dennis,M4A4
-164.280700683594,2058.34521484375,T,1433.32312011719,2096.20532226562,rain,dennis,M4A4
365.749359130859,2249.77026367188,T,1570.20434570312,1979.97253417969,aizy,JW,M4A4
359.774871826172,2223.48950195312,T,1570.78576660156,1985.09020996094,aizy,JW,M4A4
359.653778076172,2223.07495117188,T,1569.71667480469,1981.30737304688,aizy,JW,M4A4
363.3701171875,2240.76928710938,T,1561.13598632812,1959.55004882812,aizy,JW,M4A4
-164.317398071289,2058.42797851562,T,587.831176757812,2073.25122070312,rain,flusha,M4A4
441.515777587891,2326.4990234375,T,586.972900390625,2072.73315429688,aizy,flusha,M4A4
444.081604003906,2327.703125,T,587.997741699219,2073.34448242188,aizy,flusha,M4A4
-164.317398071289,2058.42797851562,T,587.997741699219,2073.34448242188,rain,flusha,M4A4
460.510925292969,2030.77270507812,T,1373.40856933594,2719.7236328125,kioShiMa,olofmeister,M4A4
460.510925292969,2030.77270507812,T,1376.30651855469,2715.3525390625,kioShiMa,olofmeister,M4A4
1165.89855957031,2537.22534179688,T,1510.09875488281,518.21728515625,kioShiMa,JW,AWP
-1667.86279296875,1643.49645996094,T,-1392.00646972656,1990.48571777344,aizy,olofmeister,M4A4
-1681.701171875,1653.85815429688,T,-1392.00646972656,1978.84558105469,aizy,olofmeister,M4A4
-1684.22680664062,1656.0732421875,T,-1392.00646972656,1973.63500976562,aizy,olofmeister,M4A4
