attackerX,attackerY,victimSide,victimX,victimY
1907.1962890625,-1692.19250488281,T,117.802528381348,-2225.8193359375
178.466842651367,-334.512084960938,T,26.1572132110596,-377.095611572266
207.260147094727,-279.261749267578,T,29.6735553741455,-388.136322021484
180.910797119141,-341.591247558594,T,29.6735553741455,-388.136322021484
209.148147583008,-295.22705078125,T,32.238956451416,-396.411743164062
356.326477050781,-481.817108154297,T,774.518737792969,-993.373779296875
357.131896972656,-481.045654296875,T,774.518737792969,-993.373779296875
434.8759765625,-451.693176269531,T,604.064819335938,-1359.0283203125
444.002777099609,-449.238403320312,T,604.393432617188,-1358.95520019531
1159.12219238281,-1484.64794921875,T,1077.03564453125,-1145.44555664062
799.439086914062,-1450.00915527344,T,833.378234863281,-1338.70239257812
780.523254394531,-1441.27160644531,T,846.045959472656,-1347.64672851562
580.659118652344,-1428.39587402344,T,689.360046386719,-1589.72436523438
1802.91918945312,-1621.68237304688,T,717.203491210938,-2328.83715820312
653.000610351562,-1710.13525390625,T,959.514526367188,-1579.55017089844
660.503967285156,-1725.58386230469,T,954.399475097656,-1565.44592285156
660.010437011719,-1724.63000488281,T,952.699890136719,-1561.65551757812
580.642333984375,-1650.71923828125,T,1288.93249511719,-1539.50231933594
579.617248535156,-1643.7353515625,T,1287.3173828125,-1529.68530273438
1584.0390625,-484.82666015625,T,1825.9033203125,-1691.59643554688
1589.41052246094,-483.714111328125,T,1813.6328125,-1693.56225585938
1588.39233398438,-483.905670166016,T,1810.17553710938,-1694.15991210938
1560.82385253906,-479.700653076172,T,1121.06762695312,-1437.6669921875
1572.56555175781,-476.051696777344,T,1762.16284179688,-1703.48156738281
575.59765625,-219.195068359375,T,343.288238525391,232.29133605957
570.363647460938,-222.649673461914,T,348.521850585938,238.509521484375
565.757202148438,-224.826217651367,T,360.553497314453,180.635223388672
564.716430664062,-225.348770141602,T,362.263458251953,187.084106445312
1202.45043945312,-61.2477684020996,T,611.816162109375,192.880218505859
588.056640625,-1331.20935058594,T,411.460998535156,-53.8376998901367
601.068969726562,-1329.36413574219,T,420.622253417969,-52.6119804382324
600.994018554688,-1329.37475585938,T,420.315124511719,-52.6620674133301
600.934387207031,-1329.38305664062,T,425.136047363281,-51.9768562316895
1616.48083496094,-499.150512695312,T,754.800476074219,-2271.47924804688
1330.97668457031,-441.478729248047,T,1020.81451416016,-1568.15075683594
362.419708251953,-802.278869628906,T,382.704956054688,-1078.60485839844
378.654449462891,-800.881103515625,T,369.111297607422,-1068.23815917969
945.126342773438,-1395.01892089844,T,-79.0888519287109,-1205.71911621094
945.126342773438,-1395.01892089844,T,-62.5852813720703,-1188.03430175781
1005.37133789062,-349.489837646484,T,704.589233398438,-1516.66760253906
1004.20440673828,-349.188079833984,T,702.803466796875,-1511.64904785156
1000.81695556641,-348.312133789062,T,701.268798828125,-1507.26904296875
1000.81695556641,-348.312133789062,T,670.154541015625,-1589.11877441406
908.768371582031,-1070.57849121094,T,697.3525390625,-1501.40173339844
908.768371582031,-1070.57849121094,T,663.163513183594,-1582.16589355469
1000.16345214844,-348.143127441406,T,697.623840332031,-1501.13854980469
908.768371582031,-1070.57849121094,T,660.62646484375,-1578.68127441406
