attackerX,attackerY,victimSide,victimX,victimY,attackerName,victimName,weapon
-485.571838378906,1564.57458496094,CT,1196.95129394531,1534.6640625,flusha,jasonR,AK-47
-990.191711425781,-841.464172363281,CT,-463.293670654297,-917.880065917969,olofmeister,abE,MAC-10
-1010.62506103516,-786.348449707031,CT,-979.914672851562,-1709.21142578125,olofmeister,arya,MAC-10
-1003.04016113281,-781.837158203125,CT,-993.407531738281,-1709.89392089844,olofmeister,arya,MAC-10
-993.740478515625,-780.775085449219,CT,-998.810424804688,-1710.09838867188,olofmeister,arya,MAC-10
-431.65771484375,528.09521484375,CT,824.944946289062,467.915618896484,JW,DAVEY,MAC-10
-1057.72729492188,-539.976867675781,CT,-912.295715332031,-1702.81713867188,olofmeister,arya,MAC-10
-407.807678222656,558.321472167969,CT,824.646118164062,493.448394775391,JW,DAVEY,MAC-10
-401.237884521484,572.997192382812,CT,824.743774414062,499.943572998047,JW,DAVEY,MAC-10
-387.248413085938,618.644592285156,CT,824.559814453125,501.528381347656,JW,DAVEY,MAC-10
-373.865600585938,659.822875976562,CT,823.043151855469,482.832458496094,JW,DAVEY,MAC-10
-460.992370605469,214.080200195312,CT,783.219360351562,535.896606445312,flusha,DAVEY,AK-47
92.9943542480469,-254.227493286133,CT,852.669738769531,-67.7002563476562,KRIMZ,Professor_Chaos,AK-47
92.5126342773438,-252.155166625977,CT,844.367065429688,-64.3129119873047,KRIMZ,Professor_Chaos,AK-47
92.1086730957031,-250.31623840332,CT,844.431701660156,-65.1462326049805,KRIMZ,Professor_Chaos,AK-47
90.9030075073242,-245.094848632812,CT,845.202087402344,-68.3684158325195,KRIMZ,Professor_Chaos,AK-47
-223.999664306641,557.344604492188,CT,414.494567871094,210.444442749023,JW,DAVEY,MAC-10
-212.63655090332,549.394226074219,CT,410.694458007812,208.334747314453,JW,DAVEY,MAC-10
-213.722732543945,537.9833984375,CT,408.471130371094,207.108673095703,JW,DAVEY,MAC-10
-217.103530883789,526.086120605469,CT,405.8154296875,203.743637084961,JW,DAVEY,MAC-10
-189.096908569336,542.138549804688,CT,386.815338134766,172.271789550781,JW,DAVEY,MAC-10
-1108.60363769531,-813.663391113281,CT,-450.536437988281,-918.561767578125,olofmeister,arya,CZ75 Auto
586.548767089844,-649.826599121094,CT,987.371459960938,-689.240966796875,JW,arya,MAC-10
587.126953125,-639.980163574219,CT,985.50439453125,-672.480102539062,JW,arya,MAC-10
589.944274902344,-599.564880371094,CT,989.261657714844,-630.796691894531,JW,arya,MAC-10
590.535705566406,-594.78662109375,CT,989.989013671875,-626.15087890625,JW,arya,MAC-10
593.308044433594,-572.30908203125,CT,990.511901855469,-626.827087402344,JW,arya,MAC-10
674.807983398438,-577.097778320312,CT,1077.32873535156,-698.987426757812,JW,Professor_Chaos,MAC-10
694.799133300781,-582.341613769531,CT,1076.28784179688,-701.581237792969,JW,Professor_Chaos,MAC-10
977.811828613281,-135.782287597656,CT,1256.01733398438,-245.577407836914,KRIMZ,jasonR,AK-47
979.189025878906,-134.525497436523,CT,1252.18383789062,-247.990661621094,KRIMZ,jasonR,AK-47
1007.34466552734,-859.158569335938,CT,1305.65405273438,-954.408142089844,olofmeister,abE,MAC-10
-906.882019042969,451.286010742188,CT,1558.13439941406,400.411163330078,JW,jasonR,AWP
1256.09375,464.404876708984,CT,866.087951660156,546.421081542969,flusha,Professor_Chaos,AK-47
1256.09375,464.404876708984,CT,865.746765136719,541.890625,flusha,Professor_Chaos,AK-47
1256.09375,464.404876708984,CT,868.726257324219,541.419982910156,flusha,Professor_Chaos,AK-47
1256.09375,464.404876708984,CT,880.307006835938,533.430480957031,flusha,Professor_Chaos,AK-47
-146.052734375,-254.127227783203,CT,591.973876953125,-171.294677734375,olofmeister,abE,AK-47
-147.656723022461,-238.829986572266,CT,590.468017578125,-162.433654785156,olofmeister,abE,AK-47
-149.478988647461,-223.488586425781,CT,586.283203125,-141.830871582031,olofmeister,abE,AK-47
-150.003005981445,-218.627792358398,CT,584.888366699219,-134.422515869141,olofmeister,abE,AK-47
269.475402832031,-268.037384033203,CT,1433.9404296875,-13.2722930908203,olofmeister,jasonR,AK-47
456.897125244141,45.3396949768066,CT,546.769775390625,-45.8364601135254,dennis,DAVEY,AK-47
457.064300537109,43.9170379638672,CT,546.94482421875,-39.8427696228027,dennis,DAVEY,AK-47
302.703979492188,-263.233123779297,CT,623.971008300781,-301.522491455078,olofmeister,arya,AK-47
816.071105957031,714.955322265625,CT,967.207946777344,-27.6857528686523,JW,jasonR,AWP
289.313079833984,552.895874023438,CT,-251.917892456055,227.246368408203,JW,arya,AWP
133.225479125977,479.800048828125,CT,318.365783691406,485.513824462891,olofmeister,DAVEY,AK-47
133.225479125977,479.800048828125,CT,315.37548828125,484.180877685547,olofmeister,DAVEY,AK-47
133.228607177734,479.727935791016,CT,315.37548828125,484.180877685547,olofmeister,DAVEY,AK-47
-755.8984375,-189.596817016602,CT,-643.094299316406,-482.190704345703,dennis,arya,AK-47
-923.675415039062,699.361206054688,CT,-625.343322753906,353.686614990234,flusha,Professor_Chaos,AK-47
-478.18408203125,-922.474304199219,CT,-226.917510986328,-1050.42761230469,dennis,abE,AK-47
-394.465423583984,-1345.39953613281,CT,1039.23767089844,-1479.7314453125,flusha,jasonR,AK-47
-394.471618652344,-1345.46240234375,CT,1038.60546875,-1485.63610839844,flusha,jasonR,AK-47
727.038513183594,-1619.99633789062,CT,924.009765625,-1630.64221191406,dennis,jasonR,AK-47
733.671508789062,-1615.77575683594,CT,928.607788085938,-1629.67626953125,dennis,jasonR,AK-47
1284.34289550781,1428.74096679688,CT,1094.72241210938,1478.6474609375,dennis,DAVEY,AK-47
-404.703582763672,-988.571411132812,CT,-477.047241210938,-1630.52014160156,dennis,arya,AK-47
-381.844024658203,-1001.72692871094,CT,-447.264617919922,-1597.13403320312,olofmeister,arya,MAC-10
-495.999877929688,-1157.86657714844,CT,-100.298431396484,-1473.927734375,dennis,abE,AK-47
-328.704345703125,-1262.2626953125,CT,-93.5995559692383,-1450.65502929688,olofmeister,abE,MAC-10
-325.301940917969,-1280.70141601562,CT,-98.3832855224609,-1455.64172363281,olofmeister,abE,MAC-10
-318.837371826172,-1315.73498535156,CT,-94.4784545898438,-1450.68811035156,olofmeister,abE,MAC-10
-336.782043457031,-1037.51220703125,CT,1618.71496582031,-884.843139648438,KRIMZ,jasonR,AK-47
965.296264648438,-1107.66333007812,CT,1105.66821289062,-1764.35852050781,olofmeister,DAVEY,AK-47
965.296264648438,-1107.66333007812,CT,1102.34741210938,-1764.40234375,olofmeister,DAVEY,AK-47
965.296264648438,-1107.66333007812,CT,1099.73449707031,-1764.58605957031,olofmeister,DAVEY,AK-47
1383.93017578125,-870.8037109375,CT,1914.15905761719,-989.908081054688,olofmeister,Professor_Chaos,AK-47
1383.97912597656,-870.600036621094,CT,1915.98461914062,-981.280639648438,olofmeister,Professor_Chaos,AK-47
1900.53552246094,-1572.58959960938,CT,1533.65405273438,-848.148376464844,olofmeister,jasonR,AK-47
1899.22229003906,-1574.91760253906,CT,1528.86401367188,-850.526733398438,olofmeister,jasonR,AK-47
-792.995178222656,304.012939453125,CT,-264.609191894531,670.293090820312,flusha,DAVEY,AK-47
-890.126342773438,568.495483398438,CT,-216.72834777832,398.927673339844,flusha,arya,AK-47
-918.271911621094,479.926208496094,CT,-187.828872680664,669.733459472656,flusha,jasonR,AK-47
-917.273986816406,476.789459228516,CT,-187.828872680664,669.733459472656,flusha,jasonR,AK-47
-913.640075683594,463.074645996094,CT,-186.280548095703,664.23583984375,flusha,jasonR,AK-47
-751.849426269531,-345.885467529297,CT,-639.919555664062,-328.354064941406,dennis,arya,AK-47
-751.849426269531,-345.885467529297,CT,-643.851257324219,-327.641845703125,dennis,arya,AK-47
-476.627655029297,-1081.01708984375,CT,-10.7358102798462,-1157.82592773438,dennis,Professor_Chaos,AK-47
1976.71765136719,-1673.27575683594,CT,1700.17321777344,-1062.38830566406,KRIMZ,abE,AK-47
1977.755859375,-1672.73120117188,CT,1699.7529296875,-1061.80529785156,KRIMZ,abE,AK-47
1977.755859375,-1672.73120117188,CT,1705.99377441406,-1056.32800292969,KRIMZ,abE,AK-47
-985.61181640625,-823.786865234375,CT,-419.694122314453,-930.467407226562,olofmeister,DAVEY,AK-47
-990.681335449219,-857.647705078125,CT,-421.043426513672,-938.419250488281,olofmeister,DAVEY,AK-47
-448.803649902344,-842.931213378906,CT,-418.750183105469,-1492.35705566406,olofmeister,arya,AK-47
-496.760528564453,496.277526855469,CT,-2.05094861984253,-284.80078125,flusha,abE,AK-47
-497.380249023438,495.9892578125,CT,1.65919387340546,-281.378875732422,flusha,abE,AK-47
-499.523284912109,494.649841308594,CT,-3.4541392326355,-284.818359375,flusha,abE,AK-47
-501.22607421875,493.579772949219,CT,-9.057373046875,-286.96875,flusha,abE,AK-47
-500.726867675781,493.889709472656,CT,-14.8704967498779,-286.96875,flusha,abE,AK-47
147.543106079102,491.642059326172,CT,548.492431640625,701.074523925781,flusha,jasonR,AK-47
150.82731628418,484.885650634766,CT,545.044494628906,707.210021972656,flusha,jasonR,AK-47
-207.099945068359,245.905181884766,T,155.905319213867,467.862243652344,dennis,flusha,AK-47
1268.478515625,472.782562255859,CT,519.930725097656,735.96875,JW,jasonR,AWP
-586.225524902344,-879.697570800781,CT,1017.29296875,-841.130615234375,olofmeister,Professor_Chaos,AK-47
1811.99353027344,-227.732269287109,CT,1905.9775390625,-346.073577880859,JW,DAVEY,p250
-573.946105957031,519.03125,CT,-115.270812988281,37.7645034790039,JW,DAVEY,AWP
684.671691894531,729.411987304688,CT,925.1259765625,501.586883544922,flusha,abE,AK-47
-282.276428222656,657.051208496094,CT,135.219741821289,604.951416015625,flusha,jasonR,AK-47
-282.502746582031,655.564331054688,CT,131.100433349609,602.962646484375,flusha,jasonR,AK-47
-282.502746582031,655.564331054688,CT,127.293701171875,601.864013671875,flusha,jasonR,AK-47
-282.502746582031,655.564331054688,CT,122.424865722656,602.472595214844,flusha,jasonR,AK-47
-238.890777587891,-82.0589370727539,CT,959.269958496094,260.969940185547,dennis,Professor_Chaos,CZ75 Auto
-248.521255493164,-47.9828338623047,CT,959.681518554688,273.222717285156,dennis,Professor_Chaos,CZ75 Auto
-719.045043945312,-336.024322509766,CT,-513.525146484375,-425.099304199219,KRIMZ,Professor_Chaos,AK-47
-721.535400390625,-341.310791015625,CT,-512.806884765625,-422.751007080078,KRIMZ,Professor_Chaos,AK-47
-989.264831542969,191.933380126953,CT,-1005.37561035156,-1716.64440917969,JW,arya,AWP
-469.851165771484,-43.1413383483887,CT,614.2265625,-313.505767822266,JW,abE,AWP
-52.5236778259277,-1136.98132324219,CT,39.9832496643066,-1213.51989746094,JW,Professor_Chaos,AWP
1163.3564453125,1710.17053222656,CT,1341.10461425781,1102.06591796875,flusha,arya,AK-47
