attackerX,attackerY,victimSide,victimX,victimY,attackerName,victimName,weapon
-853.093811035156,-597.617919921875,CT,-504.504028320312,-693.340454101562,fer,byali,MAC-10
-852.905029296875,-596.93408203125,CT,-505.31787109375,-686.943420410156,fer,byali,MAC-10
587.145385742188,-238.557693481445,CT,-311.285186767578,-585.994079589844,TACO,NEO,UMP-45
586.934936523438,-238.005981445312,CT,-312.449554443359,-577.370544433594,TACO,NEO,UMP-45
586.853759765625,-237.797821044922,CT,-314.986053466797,-563.0859375,TACO,NEO,UMP-45
586.853759765625,-237.797821044922,CT,-313.180938720703,-568.828125,TACO,NEO,UMP-45
779.703491210938,-303.316528320312,CT,523.541687011719,-1416.74731445312,TACO,pashaBiceps,UMP-45
695.373107910156,-260.572662353516,CT,617.061462402344,-1385.28259277344,TACO,pashaBiceps,UMP-45
-488.540832519531,-520.476257324219,CT,-240.287673950195,-704.921752929688,fer,TaZ,MAC-10
-493.677001953125,-527.870178222656,CT,-240.513137817383,-705.52685546875,fer,TaZ,MAC-10
-487.166717529297,-519.920654296875,CT,-242.647796630859,-708.37939453125,fer,TaZ,MAC-10
-485.11376953125,-517.036254882812,CT,-243.624160766602,-709.750793457031,fer,TaZ,MAC-10
-487.137969970703,-519.533752441406,CT,-244.427093505859,-710.866088867188,fer,TaZ,MAC-10
-1570.51049804688,-1353.74841308594,CT,-1756.42883300781,-813.547607421875,coldzera,Snax,UMP-45
-1564.93273925781,-1351.88549804688,CT,-1745.83251953125,-811.259155273438,coldzera,Snax,UMP-45
-1561.95092773438,-1350.84826660156,CT,-1743.21496582031,-810.5302734375,coldzera,Snax,UMP-45
-1558.37072753906,-1349.60961914062,CT,-1742.24816894531,-810.219787597656,coldzera,Snax,UMP-45
-2307.98461914062,369.189971923828,CT,-2117.86669921875,-315.064361572266,fnx,Snax,AK-47
278.007629394531,-93.535530090332,CT,352.781341552734,-1154.93334960938,coldzera,NEO,MAC-10
275.795349121094,-93.6451950073242,CT,327.86669921875,-1152.38793945312,coldzera,NEO,MAC-10
-483.245849609375,-499.893249511719,CT,198.384475708008,-1310.71459960938,fer,byali,MAC-10
-483.245849609375,-499.893249511719,CT,221.023452758789,-1314.87951660156,fer,byali,MAC-10
-482.873596191406,-500.328216552734,CT,240.436737060547,-1316.98205566406,fer,byali,MAC-10
-484.03125,-496.007781982422,CT,185.522430419922,-1279.91796875,fer,byali,MAC-10
