attackerX,attackerY,victimSide,victimX,victimY
363.576995849609,2653.22998046875,CT,325.91259765625,876.118957519531
363.576995849609,2653.22998046875,CT,311.859954833984,884.490905761719
291.528778076172,2290.197265625,CT,274.052093505859,864.7431640625
318.661956787109,2249.4921875,CT,-1369.07946777344,2355.91845703125
-1936.36804199219,1748.93005371094,T,-1971.19104003906,1760.57409667969
-804.368713378906,62.8068580627441,CT,-211.954895019531,-216.968841552734
-631.0439453125,-119.493759155273,CT,285.415069580078,-238.892044067383
-2237.3935546875,301.604156494141,CT,-2109.57885742188,-834.803039550781
-2264.79125976562,298.455413818359,CT,-2113.67333984375,-803.924621582031
-1114.716796875,-870.731506347656,CT,-949.104248046875,-915.171142578125
-1108.93212890625,-862.086730957031,CT,-984.157592773438,-917.996643066406
-1095.10180664062,-843.193664550781,CT,-1018.83184814453,-911.255676269531
-1073.23254394531,-821.819213867188,CT,-1026.85522460938,-898.514831542969
-1084.08337402344,-813.732177734375,CT,-1016.69134521484,-872.223937988281
-1103.52746582031,-823.341125488281,CT,-1007.93951416016,-861.368896484375
-2570.85888671875,-594.974792480469,CT,-2508.93701171875,-1680.57153320312
-2587.05517578125,-595.777160644531,CT,-2516.96020507812,-1678.91760253906
-1314.236328125,-1172.14135742188,CT,-722.3916015625,-902.260437011719
-2409.63793945312,-1501.52392578125,CT,-1936.07238769531,-1487.97924804688
-2479.30151367188,-1878.44018554688,CT,-2545.55419921875,-1680.39538574219
-2461.56469726562,-1872.73083496094,CT,-2568.69702148438,-1690.16638183594
-1274.15832519531,-1129.20861816406,CT,-1016.13604736328,-1005.18249511719
-1270.96716308594,-1135.01745605469,CT,-1034.63061523438,-985.3349609375
-1255.10998535156,-1161.98693847656,CT,-1046.98168945312,-970.189086914062
-1247.42468261719,-1171.83752441406,CT,-1059.89953613281,-941.427612304688
-1241.62536621094,-1178.0830078125,CT,-1060.75170898438,-926.864501953125
-1034.24377441406,-952.699829101562,CT,-1084.04528808594,-595.133117675781
